Vol,Page,Area,Witness,Location,Url
2,1362,"Shetland, Foula",George Morrison�,Foula,http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-george-morrison.html
2,1365,"Shetland, Foula","David Henry, James Gray, Robert Paterson, John Henry",Foula,http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-david-henry-et-al.html
2,1369,"Shetland, Foula",Alexander Inkster,Raewick,http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-alexander-inkster.html
2,1372,"Shetland, Lerwick",James Robertson,Happy Hansel,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-james.html
2,1378,"Shetland, Lerwick",Thomas Ewanson,Papa Stour,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-thomas.html
2,1384,"Shetland, Lerwick",William Hutcheson,Whalsay,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-william.html
2,1387,"Shetland, Lerwick",Walter Williamson,Burra Isle,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-walter.html
2,1390,"Shetland, Lerwick",Edward Arthur,Whalsay,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-edward.html
2,1394,"Shetland, Lerwick",Thomas Henderson,Whalsay,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-thomas_26.html
2,1395,"Shetland, Lerwick",James Polson,Whalsay,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-james_26.html
2,1396,"Shetland, Lerwick",Rev George Clark,Coningsburgh,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-rev.html
2,1403,"Shetland, Lerwick",Charles Rampini,Lerwick,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-charles.html
2,1409,"Shetland, Lerwick",Magnus Tait,"Houselter, Tingwall",http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-magnus.html
2,1411,"Shetland, Lerwick",James Garriock,Reawick,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-james_5457.html
2,1416,"Shetland, Lerwick",Rev George Clark,Coningsburgh,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-rev.html
2,1416,"Shetland, Lerwick",Thomas Henderson,"Olnafirth, Delting",http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-thomas_4191.html
2,1419,"Shetland, Lerwick",John Bruce,Sumburgh,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-john.html
2,1423,"Shetland, Lerwick",Walter Sutherland,Nesting,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-walter_26.html
2,1425,"Shetland, Lerwick",Laurence Halcrow,North Connigsburgh,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-laurence.html
2,1426,"Shetland, Lerwick",Alexander Macgregor,Lerwick,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-alexander.html
2,1426,"Shetland, Lerwick",John Spence,Nesting,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-john_26.html
2,1432,"Shetland, Lerwick","Gideon Sinclair, William Sinclair",Lunnasting,http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-gideon.html
2,1434,"Orkney, Sanday",William Muir,Sanday,http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-william-muir.html
2,1445,"Orkney, Sanday","James Cooper, David Cooper","Rothiesholm, Stronsay",http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james-cooper.html
2,1450,"Orkney, Sanday",William Gray,Eday,http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-william-gray.html
2,1457,"Orkney, Sanday","John Maxwell, David Smith","Housebay, Stronsay",http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-john-maxwell.html
2,1462,"Orkney, Sanday",James Twatt,"Rothiesholm, Stronsay",http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james-twatt.html
2,1467,"Orkney, Sanday",James Brims,Thurso,http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james-brims.html
2,1477,"Orkney, Sanday",John Hay,Cross,http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-john-hay.html
2,1480,"Orkney, Sanday",Walter Traill Denison,"West Park, Cross",http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-walter.html
2,1487,"Orkney, Sanday",David Wallace,"Bratsfold, Burness",http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-david.html
2,1492,"Orkney, Sanday",Rev Matthew Armour,Sanday,http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-rev-matthew.html
2,1497,"Orkney, Sanday",James Guthrie,"Levasgarth, Lady Parish",http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-james.html
2,1499,"Orkney, Sanday",Adam Hoon,"Carrick, Eday",http://napier-orkney.blogspot.com/2010/10/sanday-orkney-20-july-1883-adam-hoon.html
2,1502,"Orkney, Harray",Peter Smith,Garth,http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883.html
2,1509,"Orkney, Harray",David Isbister,"Hybrock, Harray",http://napier-orkney.blogspot.com/2010/10/harray-orkney-21-july-1883-david.html
2,1512,"Orkney, Harray",Rev David Johnston,Harray and Birsay,http://napier-orkney.blogspot.com/2010/10/harray-and-birsay-orkney-21-july-1883.html
2,1517,"Orkney, Birsay",William Davidson,"Meadow Bank, Sandwick",http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883-william.html
2,1521,"Orkney, Birsay",Donald Stephen,"Northtown, Birsay",http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883-donald.html
2,1526,"Orkney, Birsay",Andrew Gold,"Graham Bank, Kirkwall",http://napier-orkney.blogspot.com/2010/10/birsay-orkney-21-july-1883-andrew-gold.html
2,1533,"Orkney, Kirkwall",Rev Archibald Maccallum,Rousay,http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-rev.html
2,1548,"Orkney, Kirkwall",George Leonard,Triblo,http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-george.html
2,1554,"Orkney, Kirkwall",Georgina Inkster,"Hammer, Rousay",http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-georgina.html
2,1557,"Orkney, Kirkwall",James Leonard,"Digro, Rousay",http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-james.html
2,1563,"Orkney, Kirkwall",William T. Norquay,South Ronaldsway,http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-william-t.html
2,1569,"Orkney, Kirkwall",Frederick William Traill Burroughs,Rousay,http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-frederick.html
2,1583,"Orkney, Kirkwall",Alexander Wilson,"West Puldrite, Rendall",http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-alexander.html
2,1584,"Orkney, Kirkwall",John Brown,"Kelton, St Ola",http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-john-brown.html
2,1588,"Orkney, Kirkwall",Benjamin Swanson,North Ronaldsay and Sanday,http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-benjamin.html
2,1592,"Orkney, Kirkwall",John Campbell Mellis,Orkney,http://napier-orkney.blogspot.com/2010/10/kirkwall-orkney-23-july-1883-john.html
2,1594,"Sutherland, Bettyhill",Rev James Cumming,Melness,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-rev.html
2,1602,"Sutherland, Bettyhill",Donald Macleod,"Achintighalavin, West Strathan",http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883.html
2,1605,"Sutherland, Bettyhill",William Mackenzie,"Trantlemore, Strath Halladale",http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883_18.html
2,1610,"Sutherland, Bettyhill",Adam Gunn,Strathy West,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-adam.html
2,1614,"Sutherland, Bettyhill",Angus Mackay,Strathy Point,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-angus.html
2,1618,"Sutherland, Bettyhill",John Mackay,Melvich,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-john.html
2,1623,"Sutherland, Bettyhill",Hector Munro,"Scullomie, Tongue",http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883_3830.html
2,1625,"Sutherland, Bettyhill",Rev John Ross Macneill,Tongue,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-24-july-1883-rev_18.html
2,1630,"Sutherland, Bettyhill",Peter Mckay,Strathtongue,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-peter.html
2,1635,"Sutherland, Bettyhill",Rev Thomson Kackay,Tongue,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-rev.html
2,1641,"Sutherland, Bettyhill",Rev John Stuart Mackay,"Altnaharra, Strathnaver",http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-rev_19.html
2,1644,"Sutherland, Bettyhill",Angus Mackay,"Cattlefield, Farr",http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-angus.html
2,1648,"Sutherland, Bettyhill",Rev Donald Mackenzie,Farr,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-rev_6787.html
2,1654,"Sutherland, Bettyhill",Hew Morrison,Brechin,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-hew.html
2,1657,"Sutherland, Bettyhill",Ewan Robertson,Tongue Village,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-ewan.html
2,1659,"Sutherland, Bettyhill",John Mackay,Hereford,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-john.html
2,1660,"Sutherland, Bettyhill",Alexander Machardy,Farr,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883.html
2,1661,"Sutherland, Bettyhill",Ann Murray,Cattlefield,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-ann.html
2,1662,"Sutherland, Bettyhill",James Murray,Cattlefield,http://napier-sutherland.blogspot.com/2010/10/bettyhill-sutherland-25-july-1883-james.html
2,1663,"Sutherland, Kinlochbervie",Alexander Morrison,Sangobeg,http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_21.html
2,1666,"Sutherland, Kinlochbervie",Rev James Ross,Durness,http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_9406.html
2,1676,"Sutherland, Kinlochbervie",Donald Mackay,"Laid, Port-na-Con",http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_27.html
2,1681,"Sutherland, Kinlochbervie",Angus Macaskill,Tarbert,http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_3484.html
2,1684,"Sutherland, Kinlochbervie",Alexander Ross,"Foindale, Scourie",http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_9383.html
2,1690,"Sutherland, Kinlochbervie",Colin Morison,Oldshoremore,http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_8038.html
2,1692,"Sutherland, Kinlochbervie",John Ross,Achresgil,http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_5978.html
2,1694,"Sutherland, Kinlochbervie",William Hugh Mackay,Insheigra,http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_7392.html
2,1695,"Sutherland, Kinlochbervie",Rev Duncan Finlayson,"Kinlochbervie, Eddriachillis",http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_4900.html
3,1700,"Sutherland, Kinlochbervie",Evander Mciver,Scourie,http://napier-sutherland.blogspot.com/2010/10/kinlochbervie-sutherland-26-july-1883_9298.html
3,1714,"Sutherland, Lochinver",Rev Norman Nicolson Mackay,,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883-rev.html
3,1729,"Sutherland, Lochinver",William Mathieson,Clashmore,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883.html
3,1731,"Sutherland, Lochinver",Kenneth Campbell,Balacladich,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_06.html
3,1734,"Sutherland, Lochinver",William Mackenzie,Clashnessie,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_2764.html
3,1739,"Sutherland, Lochinver",Hugh Mackay,Greenock,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883-hugh.html
3,1750,"Sutherland, Lochinver",Rev David Williamson,Assynt,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883-rev_06.html
3,1752,"Sutherland, Lochinver",Alexander Mcleod,Unapool,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_9585.html
3,1754,"Sutherland, Lochinver",Murdoch Macdonald,Knockan,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_7484.html
3,1755,"Sutherland, Lochinver",Donald Munro,Strathan,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_4741.html
3,1758,"Sutherland, Lochinver",Murdoch Kerr,Auchmelvich,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_9033.html
3,1762,"Sutherland, Lochinver",Evander Mciver,Scourie,http://napier-sutherland.blogspot.com/2010/11/lochinver-sutherland-27-july-1883_2597.html
3,1772,"Ross-shire, Ullapool","Kenneth Mackenzie, Duncan Mackenzie",Lots of Scoraig,http://napier-ross.blogspot.com/2011/07/ullapool-ross-shire-30-july-1883.html
3,1777,"Ross-shire, Ullapool",John Mciver,Scoraig,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-mciver.html
3,1780,"Ross-shire, Ullapool",John Maclean,"Altandu, Coigach",http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-maclean.html
3,1786,"Ross-shire, Ullapool",Duncan Mackenzie,"Reef, Coigach",http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-duncan-mackenzie.html
3,1789,"Ross-shire, Ullapool",Murdo Stewart,Achiltibuie,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-murdo-stewart.html
3,1792,"Ross-shire, Ullapool",Alexander Grant,,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander-grant.html
3,1794,"Ross-shire, Ullapool",Murdo Stewart,Achiltibuie,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-murdo-stewart.html
3,1795,"Ross-shire, Ullapool","John Fowler, CE",Braemore,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-fowler.html
3,1805,"Ross-shire, Ullapool",Murdo Mcleod,Auchnahaird,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-murdo-mcleod.html
3,1807,"Ross-shire, Ullapool","Alexander Mcleod, Murdo Shaw",Polban,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander-mcleod.html
3,1809,"Ross-shire, Ullapool",Rev John Mcmillan,Loch Broom,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-rev-john-mcmillan.html
3,1821,"Ross-shire, Ullapool",William Gunn,,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-william-gunn.html
3,1831,"Ross-shire, Ullapool","John Maclean, Murdo Stewart",,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-maclean_22.html
3,1832,"Ross-shire, Ullapool",John Mackenzie,Leckmelm,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-john-mackenzie.html
3,1836,"Ross-shire, Ullapool",Alexander George Pirie,Leckmelm,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander-g-pirie.html
3,1843,"Ross-shire, Ullapool","Alexander Mackenzie, Allan Mackenzie",Letters,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander.html
3,1844,"Ross-shire, Ullapool",Rev William Cameron,Lochbroom,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-william-cameron.html
3,1847,"Ross-shire, Ullapool",Alexander Matheson,Ullapool,http://napier-ross.blogspot.com/2011/07/ullapool-30-july-1883-alexander_22.html
3,1848,"Ross-shire, Poolewe",Alexander Macgregor,Strath of Gairloch,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-alexander.html
3,1849,"Ross-shire, Poolewe",Alexander Mackenzie,Strath of Gairloch,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-alexander_27.html
3,1855,"Ross-shire, Poolewe",Kenneth Mackenzie,South Eradale,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-kenneth-mackenzie.html
3,1858,"Ross-shire, Poolewe",Malcolm Mackenzie,North Eradale,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-malcolm-mackenzie.html
3,1860,"Ross-shire, Poolewe",Donald Mackenzie,"Second Coast, Gruinard",http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-donald-mackenzie.html
3,1863,"Ross-shire, Poolewe",Alexander Mackenzie,"Midtown, Inverasdale",http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-alexander_5352.html
3,1868,"Ross-shire, Poolewe",Donald Mackenzie,Gairloch Estate,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-donald-mackenzie.html
3,1876,"Ross-shire, Poolewe",Charles Robertson,Achtercairn,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-charles-robertson.html
3,1881,"Ross-shire, Poolewe",Rev Donald Dingwall,Poolewe,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-rev-donald.html
3,1885,"Ross-shire, Poolewe",John Mackenzie,Laid,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-john-mackenzie.html
3,1887,"Ross-shire, Poolewe",John Mclean,"Sand, Gruinard",http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-john-mclean.html
3,1888,"Ross-shire, Poolewe",Osgood Henry Mackenzie,Inverewe,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-osgood-henry.html
3,1891,"Ross-shire, Poolewe","Malcolm Mclennan, Kenneth Mclean",Melon Charles,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-malcolm-mclennan.html
3,1893,"Ross-shire, Poolewe",Donald Mackenzie,Gairloch Estate,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-donald-mackenzie_998.html
3,1894,"Ross-shire, Poolewe",John Macdonald,Opinan,http://napier-ross.blogspot.com/2011/07/poolewe-31-july-1883-john-macdonald.html
3,1896,"Ross-shire, Shieldaig",Kenneth Mackenzie,Shieldaig,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-kenneth.html
3,1901,"Ross-shire, Shieldaig",George Mackenzie,"Fasag, Loch Torridon",http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-george.html
3,1905,"Ross-shire, Shieldaig",Duncan Beaton,West Aligin,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-duncan-beaton.html
3,1908,"Ross-shire, Shieldaig",Finlay Mcbeath,Deruner,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-finaly-mcbeath.html
3,1912,"Ross-shire, Shieldaig",Donald Mclennan,Lochcarron Estate,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-donald_01.html
3,1915,"Ross-shire, Shieldaig","John Mackenzie, Roderick Mcbeath",Annat,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-john-mackenzie_01.html
3,1920,"Ross-shire, Shieldaig",Charles James Murray,Lochcarron,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-charles-james.html
3,1920,"Ross-shire, Shieldaig",Alexander Livingston,Fearnabeg,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-alexander.html
3,1922,"Ross-shire, Shieldaig",Donald Macrae,Cuaig,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-donald-macrae.html
3,1922,"Ross-shire, Shieldaig",John Mclennan,Cuaig,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-john-maclennan.html
3,1923,"Ross-shire, Shieldaig",John Mackenzie,"Camastroil, Torridon",http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-john-mackenzie.html
3,1928,"Ross-shire, Shieldaig",Donald Maclennan,Lochcarron Estate,http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-donald.html
3,1929,"Ross-shire, Shieldaig",Duncan Maclean,"Slumbae, Lochcarron",http://napier-ross.blogspot.com/2011/08/shieldaig-1-august-1883-duncan-maclean.html
3,1930,"Ross-shire, Balmacara",Duncan Sinclair,Auchtertyre,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-sinclair_09.html
3,1937,"Ross-shire, Balmacara",Kenneth Finlayson,Avernish,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-kenneth.html
3,1941,"Ross-shire, Balmacara",Farquhar Mcbeath,Kinnamoine,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-farquhar.html
3,1944,"Ross-shire, Balmacara",Donald Mackenzie,Alt-na-stu,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-donald.html
3,1947,"Ross-shire, Balmacara",Donald Matheson,Kirkton,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-donald-matheson.html
3,1957,"Ross-shire, Balmacara",Duncan Mackay,Duirnish,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-mackay.html
3,1966,"Ross-shire, Balmacara",Duncan Macrae,Sallachy,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-macrae_09.html
3,1969,"Ross-shire, Balmacara",Roderick Macrae,Port-a-chullin,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-roderick-macrae.html
3,1971,"Ross-shire, Balmacara",Roderick Maclean,,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-roderick.html
3,1983,"Ross-shire, Balmacara",Sir Alexander Matheson,Lochalsh,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-sir-alexander.html
3,1984,"Ross-shire, Balmacara",Duncan Macrae,Upper Ardelve,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-macrae.html
3,1985,"Ross-shire, Balmacara",Christopher Macpherson,Lower Ardelve,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-christopher.html
3,1986,"Ross-shire, Balmacara",Donald Macrae,Camuslongert,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-donald-macrae.html
3,1987,"Ross-shire, Balmacara",Duncan Sinclair,Auchtertyre,http://napier-ross.blogspot.com/2011/08/balmacara-2-august-1883-duncan-sinclair.html
3,1988,"Inverness-shire, Glenshiel, Letterfearn",Murdo Macrae,Morvich,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-murdo-macrae.html
3,1992,"Inverness-shire, Glenshiel, Letterfearn","Alexander Mclellan, Duncan Macrae",Morvich,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-alexander.html
3,1992,"Inverness-shire, Glenshiel, Letterfearn",Rev Roderick Morrison,Kintail,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-rev-roderick.html
3,1995,"Inverness-shire, Glenshiel, Letterfearn","John Macrae, Farquhar Macrae",Bundaloch,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-john-macrae.html
3,2000,"Inverness-shire, Glenshiel, Letterfearn",Murdo Macrae,Inverinst,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-murdo-macrae_06.html
3,2001,"Inverness-shire, Glenshiel, Letterfearn",Alexander Macrae,Inverinst,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-alexander_06.html
3,2002,"Inverness-shire, Glenshiel, Letterfearn",Rev Roderick Morison,Kintail,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-rev-roderick_06.html
3,2006,"Inverness-shire, Glenshiel, Letterfearn","William Grant, Alexander Maclennan",Letterfearn,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-william-grant.html
3,2010,"Inverness-shire, Glenshiel, Letterfearn",Alexander Macrae,Letterfearn,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-alexander_5881.html
3,2011,"Inverness-shire, Glenshiel, Letterfearn","Christopher Macrae, David Macrae",Camusluinie,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-christopher.html
3,2013,"Inverness-shire, Glenshiel, Letterfearn",Rev John Cameron,Dornie,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-rev-john.html
3,2015,"Inverness-shire, Glenshiel, Letterfearn",Roderick Maclean,,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-roderick.html
3,2021,"Inverness-shire, Glenshiel, Letterfearn",James Watson,,http://napier-ross.blogspot.com/2011/10/letterfearn-3-august-1883-james-watson.html
3,2022,"Inverness-shire, Glenelg","John Mccuaig, John Mcphee",Arnisdale,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-john-mccuaig-and.html
3,2027,"Inverness-shire, Glenelg","Archibald Fletcher Mcgillivray, John Mcintyre","Camusbain, Arnisdale",http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-archibald-f.html
3,2032,"Inverness-shire, Glenelg",Donald Macpherson,"Kirkton, Glenelg",http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-donald-macpherson.html
3,2039,"Inverness-shire, Glenelg",James Milligan,Arnisdale,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-james-milligan.html
3,2046,"Inverness-shire, Glenelg",Rev James Mcdonald,Glenelg,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-rev-james.html
3,2052,"Inverness-shire, Glenelg",Donald Macrae,Cosaig,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-donald-macrae.html
3,2057,"Inverness-shire, Glenelg","Donald Stewart, Donald Mcleod",Galder,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-donald-stewart.html
3,2062,"Inverness-shire, Glenelg",Andrew Mitchell,Rattagan,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-andrew-mitchell.html
3,2064,"Inverness-shire, Glenelg",William Mccrimmon,Bernera,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-william-mccrimmon.html
3,2066,"Inverness-shire, Glenelg",Donald Fraser,,http://napier-inverness.blogspot.com/2012/02/glenelg-4-august-1883-donald-fraser.html
3,2069,"Inverness-shire, Glenelg","William Grant, Alexander Maclennan",Letterfearn,http://napier-ross.blogspot.com/2011/10/glenelg-4-august-1883-william-grant-and.html
3,2070,"Inverness-shire, Arisaig","Colen Macdonald, Ranald Macdonald",Bunacaimb,http://napier-inverness.blogspot.com/2012/02/arisaig-6-august-1883-colin-macdonald.html
3,2079,"Inverness-shire, Arisaig","Donald Mcdonald, John Mceachran",Back of Keppoch,http://napier-inverness.blogspot.com/2012/02/arisaig-6-august-1883-donald-mcdonald.html
