"","Vol","Page","Area","Witness","Location","Url","header"
"267",2,"960","Lewis, Barvas ","Malcolm Mcphail","South Shawbost","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-malcolm.html","Barvas, Lewis, 6 June 1883 - Malcolm Mcphail"
"268",2,"965","Lewis, Barvas ","John Nicolson","New Shawbost","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-john-nicolson.html","Barvas, Lewis, 6 June 1883 - John Nicolson"
"269",2,"969","Lewis, Barvas ","Donald Mcleod","North Shawbost","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-donald-mcleod.html","Barvas, Lewis, 6 June 1883 - Donald Mcleod"
"270",2,"973","Lewis, Barvas ","John Matheson","Upper Barvas","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-john-matheson.html","Barvas, Lewis, 6 June 1883 - John Matheson"
"271",2,"978","Lewis, Barvas ","Rev James Strachan","Barvas","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-rev-james.html","Barvas, Lewis, 6 June 1883 - Rev James Strachan"
"272",2,"986","Lewis, Barvas ","Duncan Macleod","Bragar","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-duncan-macleod.html","Barvas, Lewis, 6 June 1883 - Duncan Macleod"
"273",2,"989","Lewis, Barvas ","Norman Campbell","Arnol","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-norman.html","Barvas, Lewis, 6 June 1883 - Norman Campbell"
"274",2,"990","Lewis, Barvas ","Angus Campbell","North Bragar","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-angus-campbell.html","Barvas, Lewis, 6 June 1883 - Angus Campbell"
"275",2,"991","Lewis, Barvas ","Alexander Macleod, Donald Murray, Donald Macleod, Written Statement","Lower Barvas","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html","Barvas, Lewis, 6 June 1883 - Statements"
"276",2,"991","Lewis, Barvas ","Roderick Mcleod, Written Statement","Upper Shader","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html","Barvas, Lewis, 6 June 1883 - Statements"
"277",2,"992","Lewis, Barvas ","Angus Graham, Written Statement","Lower Shader","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html","Barvas, Lewis, 6 June 1883 - Statements"
"278",2,"992","Lewis, Barvas ","Murdo Grahame, Written Statement","Borve","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html","Barvas, Lewis, 6 June 1883 - Statements"
"279",2,"993","Lewis, Barvas ","John Mclean, Written Statement","Shawbost","http://napier-outerhebrides.blogspot.com/2010/07/barvas-lewis-6-june-1883-statements.html","Barvas, Lewis, 6 June 1883 - Statements"
"280",2,"994","Lewis, Ness","Malcolm Mclean","Swainbost","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-malcolm-mclean.html","Ness, Lewis, 7 June 1883 - Malcolm Mclean"
"281",2,"997","Lewis, Ness","Finlay Mackenzie","Tabost","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-finlay-mackenzie.html","Ness, Lewis, 7 June 1883 - Finlay Mackenzie"
"282",2,"1001","Lewis, Ness","Murdo Mackay","Lionel","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-murdo-mackay.html","Ness, Lewis, 7 June 1883 - Murdo Mackay"
"283",2,"1003","Lewis, Ness","Murdo Morrison","Lionel","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-murdo-morrison.html","Ness, Lewis, 7 June 1883 - Murdo Morrison"
"284",2,"1006","Lewis, Ness","Malcolm Mackenzie","Sgigersta","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-malcolm.html","Ness, Lewis, 7 June 1883 - Malcolm Mackenzie"
"285",2,"1007","Lewis, Ness","Donald Mciver","Cross of Ness","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-donald-mciver.html","Ness, Lewis, 7 June 1883 - Donald Mciver"
"286",2,"1010","Lewis, Ness","John Macdonald","South Dell","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-macdonald.html","Ness, Lewis, 7 June 1883 - John Macdonald"
"287",2,"1013","Lewis, Ness","John Macdonald","Knockaird","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-macdonald_13.html","Ness, Lewis, 7 June 1883 - John Macdonald (Knockaird)"
"288",2,"1015","Lewis, Ness","John Munro","Lionel","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-munro.html","Ness, Lewis, 7 June 1883 - John Munro"
"289",2,"1018","Lewis, Ness","John Macleod","Ness","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-john-macleod.html","Ness, Lewis, 7 June 1883 - John Macleod"
"290",2,"1021","Lewis, Ness","Farquhar Murray","North Dell","http://napier-outerhebrides.blogspot.com/2010/07/ness-lewis-7-june-1883-farquhar-murray.html","Ness, Lewis, 7 June 1883 - Farquhar Murray"
"291",2,"1023","Lewis, Stornoway","Donald Campbell","South Tolsta","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-donald.html","Stornoway, Lewis, 8 June 1883 - Donald Campbell"
"292",2,"1026","Lewis, Stornoway","Roderick Mackenzie","Nether Coll","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-roderick.html","Stornoway, Lewis, 8 June 1883 - Roderick Mackenzie"
"293",2,"1031","Lewis, Stornoway","Donald Martin","Back","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-donald_14.html","Stornoway, Lewis, 8 June 1883 - Donald Martin"
"294",2,"1035","Lewis, Stornoway","Angus Mcleod","Aird, Point","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-angus.html","Stornoway, Lewis, 11 June 1883 - Angus Macleod"
"295",2,"1040","Lewis, Stornoway","Alexander Mackenzie","Branahine","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-alexander.html","Stornoway, Lewis, 8 June 1883 - Alexander Mackenzie"
"296",2,"1044","Lewis, Stornoway","Torquil Mcleod","Knock, Point","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-torquil.html","Stornoway, Lewis, 8 June 1883 - Torquil Mcleod"
"297",2,"1047","Lewis, Stornoway","Kenneth Mcleod","Garabost","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-kenneth.html","Stornoway, Lewis, 8 June 1883 - Kenneth Mcleod"
"298",2,"1051","Lewis, Stornoway","John Stewart","Bayble","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-john.html","Stornoway, Lewis, 9 June 1883, John Stewart"
"299",2,"1053","Lewis, Stornoway","Roderick McLeod ","Upper Bayble","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-roderick.html","Stornoway, Lewis, 9 June 1883 - Roderick Mcleod"
"300",2,"1054","Lewis, Stornoway","Rev Angus Maciver","","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-8-june-1883-rev-angus.html","Stornoway, Lewis, 9 June 1883 - Rev Angus Mciver"
"301",2,"1055","Lewis, Stornoway","Alexander Morrison","Stornoway","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-alexander.html","Stornoway, Lewis, 9 June 1883 - Alexander Morrison"
"302",2,"1068","Lewis, Stornoway","Roderick Mcsween","Steinish","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-9-june-1883-roderick_16.html","Stornoway, Lewis, 9 June 1883 - Roderick Mcsween"
"303",2,"1071","Lewis, Stornoway","Napier Campbell","Stornoway","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-napier.html","Stornoway, Lewis, 11 June 1883 - Napier Campbell"
"304",2,"1072","Lewis, Stornoway","Charles Mackenzie Macrae","","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-charles.html","Stornoway, Lewis, 11 June 1883 - Charles Mackenzie Macrae"
"305",2,"1090","Lewis, Stornoway","William Mackay","Lewis Estate","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-william.html","Stornoway, Lewis, 11 June 1883 - William Mackay"
"306",2,"1108","Lewis, Stornoway","Rev James Greenfield","Stornoway","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-rev-james.html","Stornoway, Lewis, 11 June 1883 - Rev James Greenfield"
"307",2,"1114","Lewis, Stornoway","Donald Smith","","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-donald.html","Stornoway, Lewis, 11 June 1883 - Donald Smith"
"308",2,"1119","Lewis, Stornoway","James Mccombie","Peterhead","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-james.html","Stornoway, Lewis, 11 June 1883 - James Mccombie"
"309",2,"1124","Lewis, Stornoway","Alexander Murray","Stornoway","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-alexander.html","Stornoway, Lewis, 11 June 1883 - Alexander Murray"
"310",2,"1126","Lewis, Stornoway","Murdo Macleod","Stornoway","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-murdo.html","Stornoway, Lewis, 11 June 1883 - Murdo Macleod"
"311",2,"1128","Lewis, Stornoway","Duncan Mackenzie","Melbost","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-duncan.html","Stornoway, Lewis, 11 June 1883 - Duncan Mackenzie"
"312",2,"1129","Lewis, Stornoway","Angus Macleod","Portnaguirin","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-angus.html","Stornoway, Lewis, 11 June 1883 - Angus Macleod"
"313",2,"1130","Lewis, Stornoway","Donald Mccaskill","Sheshader","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-donald_20.html","Stornoway, Lewis, 11 June 1883 - Donald Mcaskill"
"314",2,"1130","Lewis, Stornoway","Donald Macleod","Lower Bayble","http://napier-outerhebrides.blogspot.com/2010/07/stornoway-lewis-11-june-1883-donald_4404.html","Stornoway, Lewis, 11 June 1883 - Donald Macleod"
"315",2,"1131","Lewis, Keose","William Mackay","Lewis Estate","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-william-mackay.html","Keose, Lewis, 12 June 1883 - William Mackay"
"316",2,"1133","Lewis, Keose","John Smith","Balallan","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-john-smith.html","Keose, Lewis, 12 June 1883 - John Smith"
"317",2,"1136","Lewis, Keose","John Mcleod","Kershader","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-john-mcleod.html","Keose, Lewis, 12 June 1883 - John Mcleod"
"318",2,"1139","Lewis, Keose","George Mackenzie","Laxay","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-george.html","Keose, Lewis, 12 June 1883 - George Mackenzie"
"319",2,"1143","Lewis, Keose","Murdo Mcmillan","Gravir","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-murdo-mcmillan.html","Keose, Lewis, 12 June 1883 - Murdo Mcmillan"
"320",2,"1147","Lewis, Keose","Roderick Finlayson","Maravaig","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-roderick.html","Keose, Lewis, 12 June 1883 - Roderick Finlayson"
"321",2,"1151","Lewis, Keose","Kenneth Mcdonald","Leurbost","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-kenneth.html","Keose, Lewis, 12 June 1883 - Kenneth Mcdonald"
"322",2,"1154","Lewis, Keose","George Macrae","Grimshader","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-george-macrae.html","Keose, Lewis, 12 June 1883 - George Macrae"
"323",2,"1157","Lewis, Keose","Donald Mackenzie","Crossbost","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-donald.html","Keose, Lewis, 12 June 1883 - Donald Mackenzie"
"324",2,"1159","Lewis, Keose","Roderick Ross","Edinburgh","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-roderick-ross.html","Keose, Lewis, 12 June 1883 - Roderick Ross"
"325",2,"1164","Lewis, Keose","Rev Ewan Campbell","","http://napier-outerhebrides.blogspot.com/2010/07/keose-lewis-12-june-1883-ewen-campbell.html","Keose, Lewis, 12 June 1883 - Ewen Campbell"
"326",2,"1166","Harris, Tarbert","Norman Macdonald","Island of Scarp","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-norman.html","Tarbert, Harris, 13 June 1883 - Norman Mcdonald"
"327",2,"1170","Harris, Tarbert","John Mcleod","Ardhassaig","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-john-mcleod.html","Tarbert, Harris, 13 June 1883 - John Mcleod"
"328",2,"1174","Harris, Tarbert","John Mcdiarmid","Scalpa","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-john.html","Tarbert, Harris, 13 June 1883 - John Mcdiarmid"
"329",2,"1176","Harris, Tarbert","Murdo Morrison","Caolas Scalpa","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-murdo.html","Tarbert, Harris, 13 June 1883 - Murdo Morrison"
"330",2,"1179","Harris, Tarbert","Rev Roderick Mackenzie","Tarbert","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-rev.html","Tarbert, Harris, 13 June 1883 - Rev Roderick Mackenzie"
"331",2,"1186","Harris, Tarbert","Kenneth Macdonald","Scaristavore","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-kenneth.html","Tarbert, Harris, 13 June 1883 - Kenneth Macdonald"
"332",2,"1192","Harris, Tarbert","Angus Campbell","Plocropool","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-angus.html","Tarbert, Harris, 13 June 1883 - Angus Campbell"
"333",2,"1194","Harris, Tarbert","John Mcleod","Tarbert","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-john-mcleod_24.html","Tarbert, Harris, 13 June 1883 - John Mcleod (Tarbert)"
"334",2,"1196","Harris, Tarbert","Angus Ferguson","Taransay","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-angus_24.html","Tarbert, Harris, 13 June 1883 - Angus Ferguson"
"335",2,"1198","Harris, Tarbert","Ronald Macdonald","Taransay","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-ronald.html","Tarbert, Harris, 13 June 1883 - Ronald Macdonald"
"336",2,"1200","Harris, Tarbert","Donald Mcdonald","Grosaway","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-donald.html","Tarbert, Harris, 13 June 1883 - Donald Macdonald"
"337",2,"1201","Harris, Tarbert","Lachlan Campbell","Scadabay","http://napier-outerhebrides.blogspot.com/2010/07/tarbert-harris-13-june-1883-lachlan.html","Tarbert, Harris, 13 June 1883 - Lachlan Campbell"
"338",2,"1203","Shetland, Lerwick","Arthur James Hay","Lerwick","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-13-july-1883-arthur.html","Lerwick, Shetland, 13 July 1883 - Arthur James Hay"
"339",2,"1216","Shetland, Lerwick","Laurence Jarmson","South Connigsburgh","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-13-july-1883-laurence.html","Lerwick, Shetland, 13 July 1883 - Laurence Jarmson"
"340",2,"1226","Mid Yell, Raefirth","James A Campbell","Fetlar","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-rev.html","Raefirth, Mid Yell, 14 July 1883 - Rev James A. Campbell"
"341",2,"1235","Mid Yell, Raefirth","James Ormand","Mid Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-john.html","Raefirth, Mid Yell, 14 July 1883 - John Omand"
"342",2,"1242","Mid Yell, Raefirth","Rev James Barclay","Mid Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-rev_21.html","Raefirth, Mid Yell, 14 July 1883 - Rev James Barclay"
"343",2,"1247","Mid Yell, Raefirth","Matthew Robertson","Mid Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-matthew.html","Raefirth, Mid Yell, 14 July 1883 - Matthew Robertson"
"344",2,"1250","Mid Yell, Raefirth","Thomas Green","West Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-thomas.html","Raefirth, Mid Yell, 14 July 1883 - Thomas Green"
"345",2,"1254","Mid Yell, Raefirth","Basil Sinclair","West Sandwick","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-basil.html","Raefirth, Mid Yell, 14 July 1883 - Basil Sinclair"
"346",2,"1257","Mid Yell, Raefirth","Hugh Hughson","","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-hugh.html","Raefirth, Mid Yell, 14 July 1883 - Hugh Hughson"
"347",2,"1261","Mid Yell, Raefirth","Alexander Walker","Mid Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883_21.html","Raefirth, Mid Yell, 14 July 1883 - Alexander Walker"
"348",2,"1266","Mid Yell, Raefirth","James M. Barclay","Mid and South Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-james-m.html","Raefirth, Mid Yell, 14 July 1883 - James M. Barclay"
"349",2,"1273","Mid Yell, Raefirth","David Petrie","Mid Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-david.html","Raefirth, Mid Yell, 14 July 1883 - David Petrie"
"350",2,"1274","Mid Yell, Raefirth","David Ogilvie","Mid Yell","http://napier-shetland.blogspot.com/2010/09/raefirth-mid-yell-14-july-1883-david_21.html","Raefirth, Mid Yell, 14 July 1883 - David Ogilvy"
"351",2,"1278","Unst, Baltasound","Andrew Spench","Breakon, North","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-andrew.html","Baltasound, Unst, 16 July 1883 - Andrew Spence"
"352",2,"1280","Unst, Baltasound","Donald Moar","Cullivoe","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-donald.html","Baltasound, Unst, 16 July 1883 - Donald Moar"
"353",2,"1287","Unst, Baltasound","Archibald Smith","Quoay, Westing, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-archibald.html","Baltasound, Unst, 16 July 1883 - Archibald Smith"
"354",2,"1289","Unst, Baltasound","Robert Johnston","Tipton, Haroldswick, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-robert.html","Baltasound, Unst, 16 July 1883 - Robert Johnston"
"355",2,"1291","Unst, Baltasound","Robert Robertson","West Myres, Scraefield, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-robert_22.html","Baltasound, Unst, 16 July 1883 - Robert Robertson"
"356",2,"1294","Unst, Baltasound","John Harrison","Balaster, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-john.html","Baltasound, Unst, 16 July 1883 - John Harrison"
"357",2,"1295","Unst, Baltasound","Thomas Abernethy","Pettester, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-thomas.html","Baltasound, Unst, 16 July 1883 - Thomas Abernethy"
"358",2,"1300","Unst, Baltasound","David Charles Edmonston","Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-david.html","Baltasound, Unst, 16 July 1883 - David Charles Edmonston"
"359",2,"1311","Unst, Baltasound","Alexander Harper Homeron","Westing, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-alexander.html","Baltasound, Unst, 16 July 1883 - Alexander Harper Homeron"
"360",2,"1311","Unst, Baltasound","William Spence","Ballista, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-william.html","Baltasound, Unst, 16 July 1883 - William Spence"
"361",2,"1312","Unst, Baltasound","James William Bruce","Ballista, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-james.html","Baltasound, Unst, 16 July 1883 - James William Bruce"
"362",2,"1314","Unst, Baltasound","Alexander Sandison","Uyea Sound","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-alexander_23.html","Baltasound, Unst, 16 July 1883 - Alexander Sandison"
"363",2,"1314","Unst, Baltasound","James William Bruce","Ballista, Unst","http://napier-shetland.blogspot.com/2010/09/baltasound-unst-16-july-1883-james_23.html","Baltasound, Unst, 16 July 1883 - James William Bruce (2)"
"364",2,"1315","Shetland, Hillswick","James Winchester","","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-james.html","Hillswick, Shetland, 17 July 1883 - James Winchester"
"365",2,"1317","Shetland, Hillswick","Erasmus Doull","North Roe, North Mavin","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-erasmus.html","Hillswick, Shetland, 17 July 1883 - Erasmus Doull"
"366",2,"1323","Shetland, Hillswick","Rev J.R. Sutherland","North Mavin","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-rev-jr.html","Hillswick, Shetland, 17 July 1883 - Rev J.R. Sutherland"
"367",2,"1327","Shetland, Hillswick","John Anderson","Hillswick","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-john.html","Hillswick, Shetland, 17 July 1883 - John Anderson"
"368",2,"1335","Shetland, Hillswick","Robert Sinclair","Hamar","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-robert.html","Hillswick, Shetland, 17 July 1883 - Robert Sinclair"
"369",2,"1336","Shetland, Hillswick","Samuel Anderson","Croagreen, Ollaberry","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-samuel.html","Hillswick, Shetland, 17 July 1883 - Samuel Anderson"
"370",2,"1338","Shetland, Hillswick","George Sinclair","Ollaberry","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-george.html","Hillswick, Shetland, 17 July 1883 - George Sinclair"
"371",2,"1347","Shetland, Hillswick","Rev James Fraser","Sulem","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-rev.html","Hillswick, Shetland, 17 July 1883 - Rev James Fraser"
"372",2,"1352","Shetland, Hillswick","John Macpherson","Isleburgh","http://napier-shetland.blogspot.com/2010/09/hillswick-shetland-17-july-1883-john_24.html","Hillswick, Shetland, 17 July 1883 - John Macpherson"
"373",2,"1354","Shetland, Foula","Robert Gear","Foula","http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-robert-gear.html","Foula, 18 July 1883 - Robert Gear"
"374",2,"1362","Shetland, Foula","George Morrison ","Foula","http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-george-morrison.html","Foula, 18 July 1883 - George Morrison"
"375",2,"1365","Shetland, Foula","David Henry, James Gray, Robert Paterson, John Henry","Foula","http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-david-henry-et-al.html","Foula, 18 July 1883 - David Henry et al"
"376",2,"1369","Shetland, Foula","Alexander Inkster","Raewick","http://napier-shetland.blogspot.com/2010/09/foula-18-july-1883-alexander-inkster.html","Foula, 18 July 1883 - Alexander Inkster"
"377",2,"1372","Shetland, Lerwick","James Robertson","Happy Hansel","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-james.html","Lerwick, Shetland, 19 July 1883 - James Robertson"
"378",2,"1378","Shetland, Lerwick","Thomas Ewanson","Papa Stour","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-thomas.html","Lerwick, Shetland, 19 July 1883 - Thomas Ewanson"
"379",2,"1384","Shetland, Lerwick","William Hutcheson","Whalsay","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-william.html","Lerwick, Shetland, 19 July 1883 - William Hutcheson"
"380",2,"1387","Shetland, Lerwick","Walter Williamson","Burra Isle","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-walter.html","Lerwick, Shetland, 19 July 1883 - Walter Williamson"
"381",2,"1390","Shetland, Lerwick","Edward Arthur","Whalsay","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-edward.html","Lerwick, Shetland, 19 July 1883 - Edward Arthur"
"382",2,"1394","Shetland, Lerwick","Thomas Henderson","Whalsay","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-thomas_26.html","Lerwick, Shetland, 19 July 1883 - Thomas Henderson"
"383",2,"1395","Shetland, Lerwick","James Polson","Whalsay","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-james_26.html","Lerwick, Shetland, 19 July 1883 - James Polson"
"384",2,"1396","Shetland, Lerwick","Rev George Clark","Coningsburgh","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-rev.html","Lerwick, Shetland, 19 July 1883 - Rev George Clark"
"385",2,"1403","Shetland, Lerwick","Charles Rampini","Lerwick","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-charles.html","Lerwick, Shetland, 19 July 1883 - Charles Rampini"
"386",2,"1409","Shetland, Lerwick","Magnus Tait","Houselter, Tingwall","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-magnus.html","Lerwick, Shetland, 19 July 1883 - Magnus Tait"
"387",2,"1411","Shetland, Lerwick","James Garriock","Reawick","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-james_5457.html","Lerwick, Shetland, 19 July 1883 - James Garriock"
"388",2,"1416","Shetland, Lerwick","Rev George Clark","Coningsburgh","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-rev.html","Lerwick, Shetland, 19 July 1883 - Rev George Clark"
"389",2,"1416","Shetland, Lerwick","Thomas Henderson","Olnafirth, Delting","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-thomas_4191.html","Lerwick, Shetland, 19 July 1883 - Thomas Henderson (Delting)"
"390",2,"1419","Shetland, Lerwick","John Bruce","Sumburgh","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-john.html","Lerwick, Shetland, 19 July 1883 - John Bruce"
"391",2,"1423","Shetland, Lerwick","Walter Sutherland","Nesting","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-walter_26.html","Lerwick, Shetland, 19 July 1883 - Walter Sutherland"
"392",2,"1425","Shetland, Lerwick","Laurence Halcrow","North Connigsburgh","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-laurence.html","Lerwick, Shetland, 19 July 1883 - Laurence Halcrow"
"393",2,"1426","Shetland, Lerwick","Alexander Macgregor","Lerwick","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-alexander.html","Lerwick, Shetland, 19 July 1883 - Alexander Macgregor"
"394",2,"1426","Shetland, Lerwick","John Spence","Nesting","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-john_26.html","Lerwick, Shetland, 19 July 1883 - John Spence"
"395",2,"1432","Shetland, Lerwick","Gideon Sinclair, William Sinclair","Lunnasting","http://napier-shetland.blogspot.com/2010/09/lerwick-shetland-19-july-1883-gideon.html","Lerwick, Shetland, 19 July 1883 - Gideon Sinclair et al"
